Time, Epoch, DiscriminatorLoss, DiscriminatorAcc, GeneratorLoss
4743.954, 4590, 0.581029, 73.44, 0.809568
4755.607, 4600, 0.732928, 45.31, 0.633398
4766.006, 4610, 0.716757, 54.69, 0.684180
4775.818, 4620, 0.778154, 45.31, 0.872823
4785.642, 4630, 0.657035, 56.25, 0.744952
4796.231, 4640, 1.047677, 6.25, 0.582214
4806.481, 4650, 0.839114, 32.81, 0.757703
4816.717, 4660, 0.847581, 34.38, 0.787991
4827.409, 4670, 0.832440, 32.81, 0.672058
4838.215, 4680, 0.819986, 40.62, 0.751961
4848.387, 4690, 0.815182, 32.81, 0.690251
4859.397, 4700, 0.740435, 50.00, 0.722389
4871.924, 4710, 0.701608, 51.56, 0.597806
4884.627, 4720, 0.859843, 34.38, 0.711135
4895.384, 4730, 0.691930, 50.00, 0.659055
4906.493, 4740, 0.765645, 40.62, 0.870250
4916.986, 4750, 0.941453, 21.88, 0.709404
4928.343, 4760, 0.889071, 26.56, 0.751699
4938.489, 4770, 0.633772, 65.62, 0.744110
4949.184, 4780, 0.711720, 50.00, 0.745955
4959.389, 4790, 0.879390, 26.56, 0.613696
4969.915, 4800, 0.667792, 64.06, 0.891340
4982.717, 4810, 0.724561, 51.56, 0.738460
4993.154, 4820, 0.680483, 56.25, 0.830676
5004.070, 4830, 0.699424, 56.25, 0.735683
5014.448, 4840, 0.749156, 56.25, 0.826124
5025.168, 4850, 0.803064, 45.31, 0.888569
5036.377, 4860, 0.850511, 29.69, 0.652418
5047.334, 4870, 0.798351, 32.81, 0.672706
5058.113, 4880, 0.750946, 48.44, 0.763205
5068.708, 4890, 0.804443, 45.31, 0.921732
5079.957, 4900, 0.740537, 48.44, 0.705718
5090.412, 4910, 0.700444, 56.25, 0.757512
5100.363, 4920, 0.798584, 39.06, 0.851292
5110.756, 4930, 0.724940, 51.56, 0.801739
5121.755, 4940, 0.770438, 39.06, 0.849877
5132.227, 4950, 0.753430, 53.12, 0.824023
5143.558, 4960, 0.799110, 37.50, 0.803019
5154.086, 4970, 0.799976, 42.19, 0.770681
5164.410, 4980, 0.743562, 42.19, 0.718233
5176.014, 4990, 0.735627, 53.12, 0.697661
5187.883, 5000, 0.739774, 46.88, 0.638438
5199.038, 5010, 0.779642, 42.19, 0.864782
5209.433, 5020, 0.600601, 68.75, 0.782030
5220.832, 5030, 0.838239, 26.56, 0.688442
5231.328, 5040, 0.685303, 59.38, 0.765064
5241.946, 5050, 0.717011, 45.31, 0.735338
5257.347, 5060, 0.675594, 59.38, 0.914868
5268.578, 5070, 0.692998, 57.81, 0.689518
5280.348, 5080, 0.627028, 70.31, 0.741258
5292.820, 5090, 0.718833, 51.56, 0.926814
5307.254, 5100, 0.700918, 57.81, 0.860750
5321.410, 5110, 0.784885, 37.50, 0.631015
